"id";"title";"author";"year";"isbn"
"4458";"Dime Store Magic";"Kelley Armstrong";"2004";"0553590154"
"4459";"Claimed By Shadow";"Karen Chance";"2007";"0451461525"
"4460";"Unraveling";"Elizabeth Norris";"2012";"0062103733"
"4461";"Fifty Shades of Grey";"E.L. James";"2011";"1612130291"
"4462";"American Gods";"Neil Gaiman";"2001";"0747263744"
"4463";"Tilt";"Ellen Hopkins";"2012";"1416983309"
"4464";"Snow Flower and the Secret Fan";"Lisa See";"2005";"0812968069"
"4465";"Bones to Ashes";"Kathy Reichs";"2007";"0743294378"
"4466";"Hard Bitten";"Chloe Neill";"2011";"0451233328"
"4467";"Speaker for the Dead";"Orson Scott Card";"1986";"0812550757"
"4468";"Marvels";"Kurt Busiek, Alex Ross";"1993";"0785100490"
"4469";"Spin";"Robert Charles Wilson";"2005";"076534825X"
"4470";"On the Island";"Tracey Garvis-Graves";"2011";"1405910216"
"4471";"The Distant Hours";"Kate Morton";"2010";"1439152780"
"4472";"Jinx";"Meg Cabot";"2007";"0060837640"
"4473";"Commencement";"J. Courtney Sullivan";"2009";"0307270742"
"4474";"When the Wind Blows";"James Patterson";"1998";"0446676438"
"4475";"Perfect Shadow";"Brent Weeks";"2011";"0316196487"
"4476";"Death in the Clouds";"Agatha Christie";"1935";"000711933X"
"4477";"Fear Nothing";"Lisa Gardner";"2014";"0525953086"
"4478";"Some Luck";"Jane Smiley";"2014";"0307700313"
"4479";"Timeline";"Michael Crichton";"1999";"0099244721"
"4480";"The Dead";"James Joyce";"1914";"097496090X"
"4481";"State of Fear";"Michael Crichton";"2004";"0061015733"
"4482";"The Interestings";"Meg Wolitzer";"2013";"1594488398"
"4483";"Scent of Magic";"Maria V. Snyder";"2012";"0778314189"
"4484";"The Big Sleep";"Raymond Chandler";"1939";"0394758285"
"4485";"Savannah Blues";"Mary Kay Andrews";"2002";"0060519134"
"4486";"The Girl You Left Behind";"Jojo Moyes";"2012";"0670026611"
"4487";"Proof: A Play";"David Auburn";"2000";"0571199976"
"4488";"Red Harvest";"Dashiell Hammett";"1929";"0752852612"
"4489";"Braveheart";"Randall Wallace";"1995";"0671522817"
"4490";"Lullaby";"Chuck Palahniuk";"2002";"0099437961"
"4491";"The English Patient";"Michael Ondaatje";"1992";"0771068719"
"4492";"Hafalan Shalat Delisa";"Tere Liye";"2005";"9793210605"
"4493";"Beautiful Bastard";"Christina Lauren";"2013";"1476730105"
"4494";"We Need New Names";"NoViolet Bulawayo";"2013";"0316230812"
"4495";"The Racketeer";"John Grisham";"2012";"0385535144"
"4496";"The Complete Robot";"Isaac Asimov";"1982";"0586057242"
"4497";"Froi of the Exiles";"Melina Marchetta";"2011";"0670076082"
"4498";"Lilac Girls";"Martha Hall Kelly";"2016";"1101883073"
"4499";"The one I left behind";"Jennifer McMahon";"2013";"006212255X"
"4500";"Divine Madness";"Robert Muchamore";"2006";"1416927247"
"4501";"On the Edge";"Ilona Andrews";"2009";"0441017800"
"4502";"Walk Two Moons";"Sharon Creech";"1994";"0060739495"
"4503";"Mini Shopaholic";"Sophie Kinsella";"2010";"0385342047"
"4504";"The Fiery Cross";"Diana Gabaldon";"2001";"0440221668"
"4505";"Food: A Love Story";"Jim Gaffigan";"2014";"0804140413"
"4506";"Ransom";"Julie Garwood";"1999";"074347418X"
"4507";"The Third Secret";"Steve Berry";"2005";"0345476131"
"4508";"The List";"Steve Martini";"1997";"0515121495"
"4509";"The Black Lyon";"Jude Deveraux";"1980";"0060727217"
"4510";"Dear Life";"Alice Munro";"2012";"0771064861"
"4511";"Hammer of the Gods";"Stephen Davis";"1985";"0425182134"
"4512";"Power of Art";"Simon Schama";"2006";"0061176109"
"4513";"The World According to Garp";"John Irving";"1978";"0345915593"
"4514";"Fixed on You";"Laurelin Paige";"2013";"162704017X"
"4515";"Subterranean";"James Rollins";"1999";"0380792648"
"4516";"Bite Club";"Rachel Caine";"2011";"0451233182"
"4517";"Solar";"Ian McEwan";"2010";"0385533411"
"4518";"Opal";"Jennifer L. Armentrout";"2012";"1620610094"
"4519";"The Shunning";"Beverly  Lewis";"1997";"0764224735"
"4520";"The Doomsday Conspiracy";"Sidney Sheldon";"1991";"1568650957"
"4521";"Through the Ever Night";"Veronica Rossi";"2013";"0062072064"
"4522";"Netherland";"Joseph O'Neill";"2008";"0307377040"
"4523";"Debt of Honor";"Tom Clancy";"1994";"0425147584"
"4524";"The Guns of Navarone";"Alistair MacLean";"1957";"0449214729"
"4525";"The Rembrandt Affair";"Daniel Silva";"2010";"0399156585"
"4526";"Consider Phlebas";"Iain M. Banks";"1987";"1857231384"
"4527";"In Bed with a Highlander";"Maya Banks";"2011";"0345519477"
"4528";"The Lemonade War";"Jacqueline Davies";"2007";"0618750436"
"4529";"The Quantum Thief";"Hannu Rajaniemi";"2010";"0575088877"
"4530";"Gone ";"Lisa McMann";"2010";"1416979182"
"4531";"On Mystic Lake";"Kristin Hannah";"1999";"0345471172"
"4532";"Stay Out of the Basement";"R.L. Stine";"1992";"0439568455"
"4533";"Kushiel's Mercy";"Jacqueline Carey";"2001";"0446500046"
"4534";"Emma";"Jane Austen, Fiona Stafford";"1815";"0141439580"
"4535";"Hothouse Flower";"Lucinda Riley";"2010";"1451655789"
"4536";"Small Steps";"Louis Sachar";"2006";"0385733143"
"4537";"Wonder";"R.J. Palacio";"2012";"0375869026"
"4538";"Women in Love";"D.H. Lawrence";"1920";"0486424588"
"4539";"Fevre Dream";"George R.R. Martin";"1982";"0553383051"
"4540";"Arsenic and Old Lace";"Joseph Kesselring";"1939";"0856761222"
"4541";"Bruiser";"Neal Shusterman";"2010";"0061134104"
"4542";"Taltos";"Anne Rice, Tim Curry";"1994";"0679436545"
"4543";"Summer People";"Elin Hilderbrand";"2003";"0312997191"
"4544";"Mudbound";"Hillary Jordan";"2008";"156512569X"
"4545";"So You Want to Be a Wizard";"Diane Duane";"1983";"0152047387"
"4546";"The Dante Club";"Matthew Pearl";"2003";"034549038X"
"4547";"Bright Shiny Morning";"James Frey";"2008";"0061573132"
"4548";"Magic Breaks";"Ilona Andrews";"2014";"0425256227"
"4549";"Rose Madder";"Stephen King";"1995";"0340640146"
"4550";"Heart of Darkness";"Joseph Conrad";"1910";"0451526570"
"4551";"Storm Island";"Ken Follett";"1978";"006074815X"
"4552";"A Great Deliverance";"Elizabeth  George";"1988";"0553278029"
"4553";"Hunted";"P.C. Cast, Kristin Cast";"2009";"031237982X"
"4554";"The Maltese Falcon";"Dashiell Hammett";"1930";"0752865331"
"4555";"China Rich Girlfriend";"Kevin Kwan";"2015";"0385539088"
"4556";"Fireproof";"Eric Wilson";"2008";"1595547169"
"4557";"The Great Santini";"Pat Conroy";"1976";"0553268929"
"4558";"Dark Side of the Moon";"Sherrilyn Kenyon";"2006";"0312934343"
"4559";"Saint Anything";"Sarah Dessen";"2015";"0451474708"
"4560";"Big Stone Gap";"Adriana Trigiani";"2000";"0345459202"
"4561";"The Fire Within";"Chris d'Lacey";"2001";"0439672449"
"4562";"The Whistling Season";"Ivan Doig";"2006";"0151012377"
"4563";"After Ever Happy";"Anna Todd";"2015";"1501106406"
"4564";"Written on the Body";"Jeanette Winterson";"1992";"0679744479"
"4565";"Birds of a Feather";"Jacqueline Winspear";"2004";"0143035304"
"4566";"The Choice";"Nicholas Sparks";"2007";"0446579920"
"4567";"The Crown of Embers";"Rae Carson";"2012";"0062026518"
"4568";"The Burning Room";"Michael Connelly";"2014";"0316225932"
"4569";"Good as Gone";"Amy Gentry";"2016";"0544920953"
"4570";"Shades of Grey";"Jasper Fforde";"2009";"0670019631"
"4571";"The Visitation";"Frank E. Peretti";"1999";"1595541209"
"4572";"The Pearl of the World";"John Steinbeck";"1947";"0142000698"
"4573";"The Black Widow";"Daniel Silva";"2016";"006232022X"
"4574";"The Dragon's Path";"Daniel Abraham";"2011";"1841498874"
"4575";"Make Me";"Lee Child";"2015";"0593073894"
"4576";"Stand on Zanzibar";"John Brunner";"1968";"1857988361"
"4577";"Ways of Seeing";"John Berger";"1972";"0140135154"
"4578";"The Wicked Girls";"Alex Marwood";"2008";"1847445209"
"4579";"Seven Ancient Wonders";"Matthew Reilly";"2005";"1416505067"
"4580";"House of Suns";"Alastair Reynolds";"2008";"0575099127"
"4581";"Silent Prey";"John Sandford";"1992";"0425137562"
"4582";"The Pelican Brief";"John Grisham";"1992";"0385339704"
"4583";"Relentless";"Dean Koontz";"2009";"0553807145"
"4584";"The Pillars of the Earth";"Ken Follett";"1989";"0451207149"
"4585";"Cibola Burn";"James S.A. Corey";"2014";"031621762X"
"4586";"The Widow";"Fiona Barton";"2016";"1101990260"
"4587";"Abandon";"Meg Cabot";"2011";"0545284104"
"4588";"Next";"Michael Crichton";"2006";"0060872985"
"4589";"The Devil Colony";"James Rollins";"2010";"0061784788"
"4590";"Passion";"Lauren Kate";"2011";"0385739168"
"4591";"The Courts of Chaos";"Roger Zelazny";"1978";"9993911550"
"4592";"Scat";"Carl Hiaasen";"2009";"0375834869"
"4593";"The Killing Game";"Iris Johansen";"1999";"0553581554"
"4594";"The Body Snatchers";"Jack Finney";"1955";"0684852586"
"4595";"Mastery";"Robert Greene";"2012";"0670024961"
"4596";"The Icarus Agenda";"Robert Ludlum";"1988";"0553278002"
"4597";"Gorky Park";"Martin Cruz Smith";"1981";"0345298349"
"4598";"Libra ";"Don DeLillo";"1988";"0140156046"
"4599";"A Kingdom of Dreams ";"Judith McNaught";"1989";"0743474155"
"4600";"Fade Away";"Harlan Coben";"1996";"0440222680"
"4601";"Lasher";"Anne Rice";"1993";"0099471434"
"4602";"Mad About Madeline";"Ludwig Bemelmans";"1939";"0590133373"
"4603";"Purity";"Jonathan Franzen";"2015";"0374239215"
"4604";"Lioness Rampant";"Tamora Pierce";"1988";"0689878575"
"4605";"Midnight";"Erin Hunter";"2005";"0060744510"
"4606";"By the Light of the Moon";"Dean Koontz";"2002";"0553582763"
"4607";"The Crossover";"Kwame Alexander";"2014";"0544289595"
"4608";"The Snow Child";"Eowyn Ivey";"2012";"0316175676"
"4609";"Jesus Land : A Memoir";"Julia Scheeres";"2005";"1582433542"
"4610";"Coma";"Robin Cook";"1977";"0451159535"
"4611";"Appointment in Samarra";"John O'Hara";"1933";"0375719202"
"4612";"Lab Girl";"Hope Jahren";"2016";"1101874937"
"4613";"The Bourne Supremacy";"Robert Ludlum";"1986";"0752863886"
"4614";"Lick";"Kylie Scott";"2013";"1743342373"
"4615";"Term Limits";"Vince Flynn";"1997";"0671023187"
"4616";"Song of Solomon";"Toni Morrison";"1977";"140003342X"
"4617";"No Talking";"Andrew Clements";"2007";"1416909834"
"4618";"Grandfather's Journey";"Allen Say";"1993";"0395570352"
"4619";"Bring Up the Bodies";"Hilary Mantel";"2012";"0805090037"
"4620";"Old School";"Jeff Kinney";"2015";"1419717014"
"4621";"The Last Precinct";"Patricia Cornwell";"2000";"0751525359"
"4622";"The Guardian";"Nicholas Sparks";"2003";"0446696110"
"4623";"Inescapable";"Amy A. Bartol";"2013";"1461072514"
"4624";"The Hollow";"Jessica Verday";"2009";"1416978933"
"4625";"She's Come Undone";"Wally Lamb";"1992";"0671021001"
"4626";"Life & Times of Michael K.";"J.M. Coetzee";"1983";"009947915X"
"4627";"After";"Amy Efaw";"2009";"0670011835"
"4628";"The Dolphins of Pern";"Anne McCaffrey";"1994";"0345419383"
"4629";"Divergent";"Veronica Roth";"2011";"0062024035"
"4630";"Dance of the Gods";"Nora Roberts";"2006";"0515141666"
"4631";"The Realm of Possibility";"David Levithan";"2004";"0375836578"
"4632";"You Will Know Me";"Megan Abbott";"2016";"031623107X"
"4633";"The Couple Next Door";"Shari Lapena";"2016";"0735221081"
"4634";"Opposition";"Jennifer L. Armentrout";"2014";"1622662644"
"4635";"Small Island";"Andrea Levy";"2004";"0312424671"
"4636";"The Tiger Rising";"Kate DiCamillo";"2001";"0763618985"
"4637";"Blood Work";"Michael Connelly";"1998";"0446690449"
"4638";"The Subtle Knife";"Philip Pullman";"1997";"0679879250"
"4639";"Jamberry";"Bruce Degen";"1982";"0694006513"
"4640";"Digital Fortress";"Dan Brown";"1998";"0552151696"
"4641";"Ivanhoe";"Walter Scott";"1819";"0140436588"
"4642";"Chain Reaction";"Simone Elkeles";"2011";"0802720870"
"4643";"Storm Prey";"John Sandford";"2010";"1847376177"
"4644";"False Memory";"Dean Koontz";"1999";"0553580221"
"4645";"The Plum Tree";"Ellen Marie Wiseman";"2012";"0758278438"
"4646";"Labor Day";"Joyce Maynard";"2009";"0061843407"
"4647";"Rising storm";"Erin Hunter";"2005";"0060525630"
"4648";"Forever";"Maggie Stiefvater";"2011";"0545259088"
"4649";"The Christmas Shoes";"Donna VanLiere";"2001";"0312289510"
"4650";"Shiloh";"Phyllis Reynolds Naylor";"1991";"0689862229"
"4651";"Dark Fire";"C.J. Sansom";"2004";"0143036432"
"4652";"Looking for Alaska";"John Green";"2005";"0142402516"
"4653";"An Itchy Day";"Norman Bridwell";"1963";"059044297X"
"4654";"Grave Peril";"Jim Butcher";"2001";"0451458443"
"4655";"Lead";"Kylie Scott";"2014";"1250052386"
"4656";"Sugar Daddy";"Lisa Kleypas";"2007";"0312351623"
"4657";"Gift from the Sea";"Anne Morrow Lindbergh";"1955";"0394724550"
"4658";"Notes from a Small Island";"Bill Bryson";"1995";"0380727501"
"4659";"Artemis Fowl";"Eoin Colfer";"2001";"0786817879"
"4660";"Passion Unleashed";"Larissa Ione";"2009";"0446401056"
"4661";"A Corner of the Universe";"Ann M. Martin";"2002";"0439771242"
"4662";"Shadow and Bone";"Leigh Bardugo";"2012";"0805094598"
"4663";"Claim Me";"J. Kenner";"2013";"0345545834"
"4664";"The White Queen";"Philippa Gregory";"2009";"1416563687"
"4665";"The Wedding";"Nicholas Sparks";"2003";"0446615862"
"4666";"Cause of Death";"Patricia Cornwell";"1996";"0425213382"
"4667";"Doomsday Book";"Connie Willis";"1992";"0553562738"
"4668";"Lost Horizon";"James Hilton";"1933";"0060594527"
"4669";"Starcrossed";"Josephine Angelini";"2011";"0062011995"
"4670";"The Cruelest Month";"Louise Penny";"2007";"0755328949"
"4671";"Cleopatra: A Life";"Stacy Schiff";"2006";"0316001929"
"4672";"Ancillary Mercy";"Ann Leckie";"2015";"0356502422"
"4673";"Something Like Fate";"Susane Colasanti";"2010";"0670011460"
"4674";"The Snow Leopard";"Peter Matthiessen";"1978";"0140255087"
"4675";"Flirt";"Laurell K. Hamilton";"2009";"042523567X"
"4676";"Salem's Lot";"Stephen King";"1975";"0450031063"
"4677";"Heat";"Mike Lupica";"2006";"0142407577"
"4678";"Zodiac";"Robert Graysmith";"1986";"0425098087"
"4679";"Crush";"Richard Siken";"2005";"0300107897"
"4680";"The Soldiers of Halla";"D.J. MacHale";"2009";"141691420X"
"4681";"Tell-All";"Chuck Palahniuk";"2010";"0385526350"
"4682";"The Enemy";"Lee Child";"2004";"0440241014"
"4683";"The Crossing";"Michael Connelly";"2015";"0316225886"
"4684";"The Bear and the Dragon";"Tom Clancy";"2000";"0425180964"
"4685";"Sleeping Giants";"Sylvain Neuvel";"2016";"1101886692"
"4686";"Family Matters";"Rohinton Mistry";"2001";"037570342X"
"4687";"The Samurai's Garden";"Gail Tsukiyama";"1994";"0312144075"
"4688";"Het diner";"Herman Koch, Sam Garrett";"2009";"0770437850"
"4689";"A Fatal Grace";"Louise Penny";"2007";"0312352565"
"4690";"Midnight Alley";"Rachel Caine";"2007";"0451222385"
"4691";"Ross Poldark";"Winston Graham";"1945";"0330344951"
"4692";"Centennial";"James A. Michener";"1974";"0449214192"
"4693";"Follow the River";"James Alexander Thom";"1981";"0345338545"
"4694";"Empire of Storms";"Sarah J. Maas";"2016";"1619636077"
"4695";"Three Fates";"Nora Roberts";"2002";"0515135062"
"4696";"The Crystal Shard";"R.A. Salvatore";"1988";"0786942460"
"4697";"Sister Carrie";"Theodore Dreiser";"1900";"0393960420"
"4698";"Girl Online";"Zoe Sugg, Siobhan Curham";"2014";"0141357274"
"4699";"Morning Star";"Pierce Brown";"2016";"0345539842"
"4700";"River, Cross My Heart";"Breena Clarke";"1999";"0316899984"
"4701";"How to Love";"Katie Cotugno";"2013";"006221635X"
"4702";"Idoru";"William Gibson";"1996";"0425190455"
"4703";"Red Seas Under Red Skies";"Scott Lynch";"2007";"0553804685"
"4704";"King Leopold's Ghost";"Adam Hochschild";"1998";"0618001905"
"4705";"Tiger's Curse";"Colleen Houck";"2011";"1402784031"
"4706";"Any Human Heart";"William  Boyd";"2002";"1400031001"
"4707";"O Pioneers!";"Willa Cather";"1913";"0679743626"
"4708";"The Ship of Brides";"Jojo Moyes";"2005";"0340830107"
"4709";"Joker";"Brian Azzarello, Lee Bermejo";"2008";"1401215815"
"4710";"The Return: Nightfall";"L.J. Smith";"2009";"0061720771"
"4711";"Origin";"Jennifer L. Armentrout";"2013";"1622660757"
"4712";"Red Sparrow";"Jason  Matthews";"2013";"1476706123"
"4713";"Lisey's Story";"Stephen King";"2006";"0743289412"
"4714";"A Separate Reality";"Carlos Castaneda";"1968";"0671732498"
"4715";"Knowing God";"J.I. Packer";"1973";"083081650X"
"4716";"Dust";"Patricia Cornwell";"2013";"0399157573"
"4717";"Homegoing";"Yaa Gyasi";"2016";"1101947136"
"4718";"Desires of the Dead";"Kimberly Derting";"2011";"0061779849"
"4719";"Unhinged";"A.G. Howard";"2014";"1613125348"
"4720";"Kiss an Angel ";"Susan Elizabeth Phillips";"1996";"0380782332"
"4721";"Only Time Will Tell";"Jeffrey Archer";"2011";"031253955X"
"4722";"Water for Elephants";"Sara Gruen";"2006";"1565125606"
"4723";"Noises Off";"Michael Frayn";"1982";"1400031605"
"4724";"A Clash of Kings";"George R.R. Martin";"1998";"0553381695"
"4725";"A Moveable Feast";"Ernest Hemingway";"1964";"0099285045"
"4726";"The First Commandment";"Brad Thor";"2007";"1416543791"
"4727";"On Photography";"Susan Sontag";"1973";"0141187166"
"4728";"Silver Borne";"Patricia Briggs";"2010";"044101819X"
"4729";"Supernova: Akar";"Dee Lestari";"2002";"9799625726"
"4730";"What We Keep ";"Elizabeth Berg";"1998";"0345423291"
"4731";"Twenty Wishes";"Debbie Macomber";"2008";"0778325504"
"4732";"Ramona the Pest";"Beverly Cleary";"1968";"0192750976"
"4733";"The Devil's Arithmetic";"Jane Yolen";"1988";"0142401099"
"4734";"Cross My Heart";"James Patterson";"2013";"0316210900"
"4735";"Horde";"Ann Aguirre";"2013";"1250024633"
"4736";"Flowers in the Attic";"V.C. Andrews";"1979";"0743496310"
"4737";"Dies the Fire ";"S.M. Stirling";"2004";"0451460413"
"4738";"Forever Amber";"Kathleen Winsor";"1944";"0141009829"
"4739";"Carrie";"Stephen King";"1974";"1416524304"
"4740";"Saint Maybe";"Anne Tyler";"1991";"0449911608"
"4741";"The Villa";"Nora Roberts";"2001";"0515132187"
"4742";"The Skin I'm In";"Sharon G. Flake";"1998";"0786813075"
"4743";"Mother of Pearl";"Melinda Haynes";"1999";"0671774670"
"4744";"The Golem and the Jinni";"Helene Wecker";"2013";"0062110837"
"4745";"Home ";"Harlan Coben";"2016";"0525955100"
"4746";"The Best Nest";"P.D. Eastman";"1968";"0394800516"
"4747";"The Witness";"Nora Roberts";"2012";"0399159371"
"4748";"Plain Truth";"Jodi Picoult";"2000";"0743275012"
"4749";"I'm OK-You're OK";"Thomas A. Harris";"1967";"0060724277"
"4750";"Something Like Normal";"Trish Doller";"2012";"1599908441"
"4751";"A Great Reckoning";"Louise Penny";"2016";"1250022134"
"4752";"Sushi for Beginners";"Marian Keyes";"2000";"0060555955"
"4753";"Tell Me Your Dreams";"Sidney Sheldon";"1998";"0446607207"
"4754";"Day 21";"Kass Morgan";"2014";"0316234559"
"4755";"Die Again";"Tess Gerritsen";"2014";"0345543858"
"4756";"Einstein's Dreams";"Alan Lightman";"1992";"140007780X"
"4757";"The Affair";"Lee Child";"2011";"0593065700"
"4758";"Paradise";"Judith McNaught";"1991";"0743474163"
"4759";"The Kitchen House";"Kathleen Grissom";"2010";"1439153663"
"4760";"Azincourt ";"Bernard Cornwell";"2008";"0007271212"
"4761";"Night Prey";"John Sandford";"1994";"0006478964"
"4762";"Angel Fire";"L.A. Weatherly";"2011";"1409522016"
"4763";"The Mask";"Owen  West, Dean Koontz";"1981";"0425127583"
"4764";"Benediction";"Kent Haruf";"2013";"0307959880"
"4765";"The Halfling's Gem";"R.A. Salvatore";"1990";"0786938250"
"4766";"The Second Ship";"Richard   Phillips";"2006";"0981546269"
"4767";"Liar & Spy";"Rebecca Stead";"2012";"0385737432"
"4768";"Make Way for Ducklings";"Robert McCloskey";"1941";"0670035386"
"4769";"The Son";"Philipp Meyer";"2012";"0062120395"
"4770";"American Pastoral";"Philip Roth";"1997";"0099771810"
"4771";"Wall and Piece";"Banksy";"1988";"1844137872"
"4772";"Sult";"Knut Hamsun, George Egerton";"1890";"0486431681"
"4773";"Arcadia";"Tom Stoppard";"1993";"0571169341"
"4774";"Wayward";"Blake Crouch";"2013";"1477808701"
"4775";"The Republic of Thieves";"Scott Lynch";"2013";"0553804693"
"4776";"Frog and Toad All Year";"Arnold Lobel";"1976";"0064440591"
